set_slug,subset_slug,name,slug,description,aliases,related_slugs
process,observe-and-document,interviewing,interviewing,,,
process,observe-and-document,describing,describing,,,
process,observe-and-document,tracking,tracking,,,
process,observe-and-document,scanning,scanning,,,
process,observe-and-document,fieldwork,fieldwork,,,
process,observe-and-document,looking,looking,,,
process,observe-and-document,collecting evidence,collecting-evidence,,,
process,observe-and-document,reporting,reporting,,,
process,observe-and-document,journaling,journaling,,,
process,observe-and-document,documenting change,documenting-change,,,
process,observe-and-document,following,following,,,
process,observe-and-document,watching,watching,,,
process,observe-and-document,studying,studying,,,
process,observe-and-document,close attention,close-attention,,,
process,map-and-trace,mapping,mapping,,,
process,map-and-trace,tracing,tracing,,,
process,map-and-trace,route,route,,,
process,map-and-trace,footprint,footprint,,,
process,map-and-trace,outline,outline,,,
process,map-and-trace,path,path,,,
process,map-and-trace,border,border,,,
process,map-and-trace,site-plan,site-plan,,,
process,map-and-trace,navigation,navigation,,,
process,map-and-trace,shadow,shadow,,,
process,map-and-trace,residue,residue,,,
process,map-and-trace,index,index,,,
process,map-and-trace,mark,mark,,,
process,map-and-trace,record,record,,,
process,map-and-trace,cartography,cartography,,,
process,map-and-trace,memory map,memory-map,,,
process,map-and-trace,movement path,movement-path,,,
process,map-and-trace,spatial relation,spatial-relation,,,
process,map-and-trace,boundary,boundary,,,
process,map-and-trace,territory,territory,,,
process,map-and-trace,location,location,,,
process,move-and-perform,performing,performing,,,
process,move-and-perform,walking,walking,,,
process,move-and-perform,carrying,carrying,,,
process,move-and-perform,wearing,wearing,,,
process,move-and-perform,speaking,speaking,,,
process,move-and-perform,improvising,improvising,,,
process,move-and-perform,instructing,instructing,,,
process,move-and-perform,action,action,,,
process,move-and-perform,movement,movement,,,
process,move-and-perform,activation,activation,,,
process,move-and-perform,public action,public-action,,,
process,move-and-perform,private action,private-action,,,
process,move-and-perform,ritual action,ritual-action,,,
process,move-and-perform,score,score,,,
process,move-and-perform,live encounter,live-encounter,,,
process,arrange-and-display,hanging,hanging,,,
process,arrange-and-display,stacking,stacking,,,
process,arrange-and-display,suspending,suspending,,,
process,arrange-and-display,balancing,balancing,,,
process,arrange-and-display,placing,placing,,,
process,arrange-and-display,staging,staging,,,
process,arrange-and-display,sequencing,sequencing,,,
process,arrange-and-display,lighting,lighting,,,
process,arrange-and-display,spacing,spacing,,,
process,arrange-and-display,framing,framing,,,
process,arrange-and-display,installing,installing,,,
process,arrange-and-display,composing,composing,,,
process,arrange-and-display,positioning,positioning,,,
process,arrange-and-display,presenting,presenting,,,
process,arrange-and-display,organising,organising,,,
process,arrange-and-display,curating,curating,,,
process,arrange-and-display,aligning,aligning,,,
process,arrange-and-display,isolating,isolating,,,
process,arrange-and-display,clustering,clustering,,,
process,arrange-and-display,display system,display-system,,,
process,arrange-and-display,installation logic,installation-logic,,,
process,exchange-and-collaborate,collaborating,collaborating,,,
process,exchange-and-collaborate,sharing,sharing,,,
process,exchange-and-collaborate,borrowing,borrowing,,,
process,exchange-and-collaborate,gifting,gifting,,,
process,exchange-and-collaborate,responding,responding,,,
process,exchange-and-collaborate,publishing,publishing,,,
process,exchange-and-collaborate,hosting,hosting,,,
process,exchange-and-collaborate,conversation,conversation,,,
process,exchange-and-collaborate,co-making,co-making,,,
process,exchange-and-collaborate,dialogue,dialogue,,,
process,exchange-and-collaborate,exchange,exchange,,,
process,exchange-and-collaborate,negotiation,negotiation,,,
process,exchange-and-collaborate,invitation,invitation,,,
process,exchange-and-collaborate,collective action,collective-action,,,
process,exchange-and-collaborate,workshop,workshop,,,
process,exchange-and-collaborate,correspondence,correspondence,,,
process,exchange-and-collaborate,contribution,contribution,,,
process,distort-and-disrupt,distortion,distortion,,,
process,distort-and-disrupt,interruption,interruption,,,
process,distort-and-disrupt,fragmentation,fragmentation,,,
process,distort-and-disrupt,rupture,rupture,,,
process,distort-and-disrupt,contradiction,contradiction,,,
process,distort-and-disrupt,sabotage,sabotage,,,
process,distort-and-disrupt,misalignment,misalignment,,,
process,distort-and-disrupt,interference,interference,,,
process,distort-and-disrupt,disruption,disruption,,,
process,distort-and-disrupt,breakdown,breakdown,,,
process,distort-and-disrupt,failure,failure,,,
process,distort-and-disrupt,collision,collision,,,
process,distort-and-disrupt,instability,instability,,,
process,distort-and-disrupt,scrambling,scrambling,,,
process,distort-and-disrupt,defamiliarisation,defamiliarisation,,,
process,preserve-and-decay,decomposing,decomposing,,,
process,preserve-and-decay,rusting,rusting,,,
process,preserve-and-decay,fading,fading,,,
process,preserve-and-decay,conserving,conserving,,,
process,preserve-and-decay,sealing,sealing,,,
process,preserve-and-decay,protecting,protecting,,,
process,preserve-and-decay,rot,rot,,,
process,preserve-and-decay,patina,patina,,,
process,preserve-and-decay,wear,wear,,,
process,preserve-and-decay,fragility,fragility,,,
process,preserve-and-decay,deterioration,deterioration,,,
process,preserve-and-decay,material change,material-change,,,
technique,drawing,line drawing,line-drawing,,,
technique,drawing,observational drawing,observational-drawing,,,
technique,drawing,gestural drawing,gestural-drawing,,,
technique,drawing,diagramming,diagramming,,,
technique,drawing,mark-making,mark-making,,,
technique,drawing,tonal drawing,tonal-drawing,,,
technique,drawing,sketching,sketching,,,
technique,drawing,automatic drawing,automatic-drawing,,,
technique,drawing,contour drawing,contour-drawing,,,
technique,drawing,blind drawing,blind-drawing,,,
technique,drawing,charcoal drawing,charcoal-drawing,,,
technique,drawing,ink drawing,ink-drawing,,,
technique,drawing,pencil drawing,pencil-drawing,,,
technique,drawing,drawing from memory,drawing-from-memory,,,
technique,drawing,drawing as record,drawing-as-record,,,
technique,drawing,drawing as plan,drawing-as-plan,,,
technique,painting,acrylic painting,acrylic-painting,,,
technique,painting,oil painting,oil-painting,,,
technique,painting,watercolour,watercolour,,,
technique,painting,gouache,gouache,,,
technique,painting,glazing,glazing,,,
technique,painting,colour mixing,colour-mixing,,,
technique,painting,surface preparation,surface-preparation,,,
technique,painting,mural painting,mural-painting,,,
technique,painting,hard-edge painting,hard-edge-painting,,,
technique,painting,gestural painting,gestural-painting,,,
technique,painting,monochrome painting,monochrome-painting,,,
technique,painting,layered painting,layered-painting,,,
technique,painting,painting on object,painting-on-object,,,
technique,painting,painting installation,painting-installation,,,
technique,painting,painted text,painted-text,,,
technique,painting,painting as surface,painting-as-surface,,,
technique,printmaking,relief print,relief-print,,,
technique,printmaking,monotype,monotype,,,
technique,printmaking,lithography,lithography,,,
technique,printmaking,stencil,stencil,,,
technique,printmaking,digital print,digital-print,,,
technique,printmaking,zine-making,zine-making,,,
technique,printmaking,editioning,editioning,,,
technique,printmaking,registration,registration,,,
technique,printmaking,lino print,lino-print,,,
technique,printmaking,woodcut,woodcut,,,
technique,printmaking,drypoint,drypoint,,,
technique,printmaking,collagraph,collagraph,,,
technique,printmaking,poster printing,poster-printing,,,
technique,printmaking,artist book,artist-book,,,
technique,printmaking,print multiple,print-multiple,,,
technique,photography,portrait photography,portrait-photography,,,
technique,photography,documentary photography,documentary-photography,,,
technique,photography,staged photography,staged-photography,,,
technique,photography,analogue photography,analogue-photography,,,
technique,photography,digital photography,digital-photography,,,
technique,photography,photo collage,photo-collage,,,
technique,photography,cyanotype,cyanotype,,,
technique,photography,long exposure,long-exposure,,,
technique,photography,image transfer,image-transfer,,,
technique,photography,found photograph,found-photograph,,,
technique,photography,still life photography,still-life-photography,,,
technique,photography,landscape photography,landscape-photography,,,
technique,photography,self-portrait,self-portrait,,,
technique,photography,photogram,photogram,,,
technique,photography,contact sheet,contact-sheet,,,
technique,photography,photographic sequence,photographic-sequence,,,
technique,photography,manipulated image,manipulated-image,,,
technique,photography,camera phone image,camera-phone-image,,,
technique,video,single-channel video,single-channel-video,,,
technique,video,montage,montage,,,
technique,video,loop,loop,,,
technique,video,subtitle,subtitle,,,
technique,video,voiceover,voiceover,,,
technique,video,screen recording,screen-recording,,,
technique,video,phone video,phone-video,,,
technique,video,installation video,installation-video,,,
technique,video,split screen,split-screen,,,
technique,video,video essay,video-essay,,,
technique,video,performance documentation,performance-documentation,,,
technique,video,time-lapse,time-lapse,,,
technique,video,slow motion,slow-motion,,,
technique,video,found footage,found-footage,,,
technique,video,video diary,video-diary,,,
technique,video,moving-image installation,moving-image-installation,,,
technique,sound,voice recording,voice-recording,,,
technique,sound,singing,singing,,,
technique,sound,sampling,sampling,,,
technique,sound,multi-channel sound,multi-channel-sound,,,
technique,sound,audio editing,audio-editing,,,
technique,sound,microphone work,microphone-work,,,
technique,sound,sound installation,sound-installation,,,
technique,sound,live sound,live-sound,,,
technique,sound,recorded testimony,recorded-testimony,,,
technique,sound,ambient sound,ambient-sound,,,
technique,sculpture,assemblage,assemblage,,,
technique,sculpture,carving,carving,,,
technique,sculpture,modelling,modelling,,,
technique,sculpture,construction,construction,,,
technique,sculpture,readymade,readymade,,,
technique,sculpture,kinetic sculpture,kinetic-sculpture,,,
technique,sculpture,object-making,object-making,,,
technique,sculpture,fabrication,fabrication,,,
technique,sculpture,modular form,modular-form,,,
technique,sculpture,installation object,installation-object,,,
technique,sculpture,relief sculpture,relief-sculpture,,,
technique,sculpture,small object,small-object,,,
technique,sculpture,large-scale object,large-scale-object,,,
technique,sculpture,suspended object,suspended-object,,,
technique,sculpture,found-object sculpture,found-object-sculpture,,,
technique,sculpture,welded form,welded-form,,,
technique,sculpture,built form,built-form,,,
technique,sculpture,sculptural support,sculptural-support,,,
technique,installation,site-specific installation,site-specific-installation,,,
technique,installation,wall work,wall-work,,,
technique,installation,floor work,floor-work,,,
technique,installation,projection installation,projection-installation,,,
technique,installation,immersive space,immersive-space,,,
technique,installation,room intervention,room-intervention,,,
technique,installation,temporary installation,temporary-installation,,,
technique,installation,spatial arrangement,spatial-arrangement,,,
technique,installation,viewer movement,viewer-movement,,,
technique,installation,threshold,threshold,,,
technique,installation,environment,environment,,,
technique,installation,walkthrough,walkthrough,,,
technique,installation,constellation,constellation,,,
technique,installation,plinth arrangement,plinth-arrangement,,,
technique,installation,hanging system,hanging-system,,,
technique,installation,architectural intervention,architectural-intervention,,,
technique,installation,sensory installation,sensory-installation,,,
technique,textile,appliqué,appliqu,,,
technique,textile,dyeing,dyeing,,,
technique,textile,felting,felting,,,
technique,textile,garment construction,garment-construction,,,
technique,textile,soft form,soft-form,,,
technique,textile,fibre installation,fibre-installation,,,
technique,textile,sewing,sewing,,,
technique,textile,hand stitch,hand-stitch,,,
technique,textile,machine stitch,machine-stitch,,,
technique,textile,banner-making,banner-making,,,
technique,textile,fabric construction,fabric-construction,,,
technique,textile,wearable textile,wearable-textile,,,
technique,textile,textile assemblage,textile-assemblage,,,
technique,ceramics,hand-building,hand-building,,,
technique,ceramics,wheel throwing,wheel-throwing,,,
technique,ceramics,slip casting,slip-casting,,,
technique,ceramics,raku,raku,,,
technique,ceramics,vessel-making,vessel-making,,,
technique,ceramics,ceramic sculpture,ceramic-sculpture,,,
technique,ceramics,surface carving,surface-carving,,,
technique,ceramics,clay modelling,clay-modelling,,,
technique,ceramics,coil building,coil-building,,,
technique,ceramics,slab building,slab-building,,,
technique,ceramics,pinch pot,pinch-pot,,,
technique,ceramics,ceramic installation,ceramic-installation,,,
technique,ceramics,ceramic fragment,ceramic-fragment,,,
technique,ceramics,glaze testing,glaze-testing,,,
technique,ceramics,kiln process,kiln-process,,,
technique,performance,endurance,endurance,,,
technique,performance,costume,costume,,,
technique,performance,live work,live-work,,,
technique,performance,body action,body-action,,,
technique,performance,performed task,performed-task,,,
technique,performance,spoken performance,spoken-performance,,,
technique,performance,durational work,durational-work,,,
technique,performance,audience encounter,audience-encounter,,,
technique,performance,private performance,private-performance,,,
technique,performance,performance for camera,performance-for-camera,,,
technique,digital-media,web design,web-design,,,
technique,digital-media,coding,coding,,,
technique,digital-media,3D modelling,3d-modelling,,,
technique,digital-media,digital collage,digital-collage,,,
technique,digital-media,interactive media,interactive-media,,,
technique,digital-media,game environment,game-environment,,,
technique,digital-media,augmented image,augmented-image,,,
technique,digital-media,data visualisation,data-visualisation,,,
technique,digital-media,interface design,interface-design,,,
technique,digital-media,digital publication,digital-publication,,,
technique,digital-media,digital drawing,digital-drawing,,,
technique,digital-media,video editing,video-editing,,,
technique,digital-media,image manipulation,image-manipulation,,,
technique,digital-media,screen-based work,screen-based-work,,,
technique,digital-media,online performance,online-performance,,,
technique,digital-media,database work,database-work,,,
technique,digital-media,interactive website,interactive-website,,,
technique,digital-media,browser-based artwork,browser-based-artwork,,,
